object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
uFn	586	uFn5	5273	3705	1638	3412	2977	0.0377358490566038
uFn	586	uFn6	5569	3829	1392	3446	2858	0.132075471698113
uFn	586	uFn7	5391	3759	1713	3286	2665	0.132075471698113
uFn	586	uFn8	5269	3540	1634	3431	2723	0.0943396226415094
uFn	586	uFn9	5394	3630	1689	3132	2842	0.0566037735849057
zmK	587	zmK0	5920	4028	4794	2775	2391	0.146341463414634
zmK	587	zmK1	6001	4268	4821	2685	2355	0.0731707317073171
zmK	587	zmK2	5921	4281	4736	2899	2149	0.195121951219512
zmK	587	zmK3	6239	4094	4748	2979	2174	0.024390243902439
zmK	587	zmK4	6001	4245	4715	2753	2160	0.170731707317073
zmK	587	zmK5	6153	4262	4730	2845	2392	0.0487804878048781
zmK	587	zmK6	6122	4286	4825	2855	2050	0.0975609756097561
zmK	587	zmK7	6077	4051	4631	2727	2343	0.0975609756097561
zmK	587	zmK8	6196	4143	4742	2726	2270	0.0975609756097561
zmK	587	zmK9	6037	4233	4739	2697	2132	0.0487804878048781
gtn	588	gtn0	2309	1667	5952	1049	4445	0.027027027027027
gtn	588	gtn1	2214	1687	5991	1016	4641	0.0810810810810811
gtn	588	gtn2	2360	1399	5661	1060	4522	0.108108108108108
gtn	588	gtn3	2143	1640	5664	1185	4598	0.162162162162162
gtn	588	gtn4	2258	1399	5839	1001	4732	0.243243243243243
gtn	588	gtn5	2136	1644	5997	1085	4736	0.0810810810810811
gtn	588	gtn6	2168	1565	5832	875	4518	0.135135135135135
gtn	588	gtn7	2177	1657	5770	1109	4583	0.027027027027027
gtn	588	gtn8	2090	1511	5649	1203	4427	0.108108108108108
gtn	588	gtn9	2117	1555	5829	907	4672	0.027027027027027
eJw	589	eJw0	1454	3483	3403	167	2118	0.142857142857143
eJw	589	eJw1	1268	3395	3283	248	2090	0.126984126984127
eJw	589	eJw2	1374	3579	3348	351	2280	0.0476190476190476
eJw	589	eJw3	1275	3367	3476	358	1979	0.0793650793650794
eJw	589	eJw4	1326	3350	3376	290	2303	0.0952380952380952
eJw	589	eJw5	1381	3400	3625	207	2234	0.111111111111111
eJw	589	eJw6	1351	3551	3438	124	2066	0.126984126984127
eJw	589	eJw7	1204	3351	3563	209	2080	0.126984126984127
eJw	589	eJw8	1384	3552	3509	78	1981	0.0634920634920635
eJw	589	eJw9	1459	3496	3618	193	2042	0.0793650793650794
uwe	590	uwe0	6063	5183	2988	6538	3907	0.131147540983607
uwe	590	uwe1	5933	5384	3024	6568	3938	0.0983606557377049
uwe	590	uwe2	5832	5494	2966	6702	3793	0.0491803278688525
uwe	590	uwe3	6087	5367	2897	6684	3850	0.0983606557377049
uwe	590	uwe4	6029	5429	3026	6664	3930	0.0655737704918033
uwe	590	uwe5	5930	5246	2914	6810	3798	0.131147540983607
uwe	590	uwe6	5876	5300	3060	6647	3925	0.147540983606557
uwe	590	uwe7	5836	5312	3114	6523	3888	0.0655737704918033
uwe	590	uwe8	5847	5165	2875	6515	3783	0.0819672131147541
uwe	590	uwe9	6091	5337	3104	6622	4028	0.131147540983607
Odv	591	Odv0	2214	5291	2155	6622	6527	0.186046511627907
Odv	591	Odv1	2261	5381	2107	6759	6611	0.0232558139534884
Odv	591	Odv2	2447	5460	2044	6891	6862	0.116279069767442
Odv	591	Odv3	2535	5382	2060	6595	6720	0.0232558139534884
Odv	591	Odv4	2388	5370	2037	6686	6854	0.116279069767442
Odv	591	Odv5	2298	5418	2001	6635	6761	0.0232558139534884
Odv	591	Odv6	2348	5347	2068	6857	6623	0.0465116279069767
Odv	591	Odv7	2350	5308	2036	6876	6668	0.0930232558139535
Odv	591	Odv8	2240	5282	2222	6826	6795	0.162790697674419
Odv	591	Odv9	2253	5397	2053	6815	6519	0.209302325581395
fOL	592	fOL0	5933	616	2977	4422	4222	0.113636363636364
fOL	592	fOL1	5902	495	3129	4450	4185	0.0909090909090909
fOL	592	fOL2	6023	640	2997	4425	4061	0.0227272727272727
fOL	592	fOL3	5766	510	3015	4245	4128	0.0909090909090909
fOL	592	fOL4	6072	597	2899	4292	4039	0.0454545454545455
fOL	592	fOL5	5768	711	3220	4247	4305	0.159090909090909
fOL	592	fOL6	5989	712	2919	4509	4044	0.0909090909090909
fOL	592	fOL7	5934	571	3103	4410	4322	0.0909090909090909
fOL	592	fOL8	5860	676	2990	4523	4122	0.113636363636364
fOL	592	fOL9	5824	807	3141	4301	4260	0.181818181818182
miQ	593	miQ0	5478	1075	2627	3517	3446	0.133333333333333
miQ	593	miQ1	5620	927	2477	3287	3694	0.0444444444444444
miQ	593	miQ2	5566	842	2789	3480	3511	0.0888888888888889
miQ	593	miQ3	5319	824	2598	3532	3460	0.0222222222222222
miQ	593	miQ4	5596	875	2552	3280	3397	0.111111111111111
miQ	593	miQ5	5320	893	2809	3405	3418	0.111111111111111
miQ	593	miQ6	5349	1112	2634	3320	3616	0.155555555555556
miQ	593	miQ7	5603	888	2754	3272	3471	0.0222222222222222
miQ	593	miQ8	5365	850	2529	3279	3611	0.133333333333333
miQ	593	miQ9	5413	1092	2593	3309	3621	0.177777777777778
mma	594	mma0	4683	6645	4237	4619	425	0.13953488372093
mma	594	mma1	4871	6610	4163	4566	384	0.0930232558139535
mma	594	mma2	4759	6442	4466	4793	499	0.116279069767442
mma	594	mma3	4670	6509	4290	4611	456	0.0697674418604651
mma	594	mma4	4639	6484	4479	4551	240	0.162790697674419
mma	594	mma5	4720	6651	4366	4577	379	0.0232558139534884
mma	594	mma6	4783	6610	4210	4646	495	0.162790697674419
mma	594	mma7	4816	6507	4316	4844	315	0.0930232558139535
mma	594	mma8	4809	6459	4298	4824	257	0.116279069767442
mma	594	mma9	4795	6631	4365	4784	445	0.0232558139534884
KdT	595	KdT0	5382	6085	997	3764	6824	0.179487179487179
KdT	595	KdT1	5347	6102	989	3622	6822	0.0256410256410256
KdT	595	KdT2	5144	6011	1089	3899	6660	0.230769230769231
KdT	595	KdT3	5131	5820	1125	3653	6702	0.0512820512820513
KdT	595	KdT4	5309	6066	1101	3686	6785	0.0512820512820513
KdT	595	KdT5	5109	5980	1152	3860	6519	0.0256410256410256
KdT	595	KdT6	5121	5979	1089	3817	6747	0.0256410256410256
KdT	595	KdT7	5295	5819	1017	3741	6523	0.0512820512820513
KdT	595	KdT8	5305	6115	1296	3666	6799	0.205128205128205
KdT	595	KdT9	5161	6036	1097	3729	6619	0.153846153846154
fYz	596	fYz0	5041	4735	2624	4843	753	0.0392156862745098
fYz	596	fYz1	5074	4966	2941	4544	860	0.0392156862745098
fYz	596	fYz2	4950	4845	2705	4532	864	0.117647058823529
fYz	596	fYz3	4947	4965	2820	4628	888	0.156862745098039
fYz	596	fYz4	4989	4750	2731	4662	964	0.117647058823529
fYz	596	fYz5	5066	4794	2860	4817	902	0.137254901960784
fYz	596	fYz6	4843	5029	2638	4568	951	0.0588235294117647
fYz	596	fYz7	4866	4884	2768	4824	760	0.0980392156862745
fYz	596	fYz8	4917	4754	2756	4646	777	0.0588235294117647
fYz	596	fYz9	4887	5040	2733	4810	904	0.176470588235294
wEA	597	wEA0	1101	3855	2427	694	3405	0.111111111111111
wEA	597	wEA1	1074	3677	2574	782	3423	0.133333333333333
wEA	597	wEA2	1180	3819	2642	747	3451	0.155555555555556
wEA	597	wEA3	1253	3563	2651	757	3544	0.133333333333333
wEA	597	wEA4	1073	3699	2659	500	3549	0.0888888888888889
wEA	597	wEA5	1243	3647	2368	725	3391	0.0444444444444444
wEA	597	wEA6	1269	3867	2640	763	3574	0.133333333333333
wEA	597	wEA7	1254	3743	2463	702	3370	0.0222222222222222
wEA	597	wEA8	1090	3825	2612	532	3301	0.0222222222222222
wEA	597	wEA9	1199	3745	2399	665	3340	0.155555555555556
CdZ	598	CdZ0	5510	2712	6249	525	382	0.078125
CdZ	598	CdZ1	5416	2451	6237	702	195	0.09375
CdZ	598	CdZ2	5312	2701	6048	629	380	0.140625
CdZ	598	CdZ3	5268	2394	6176	632	299	0.03125
CdZ	598	CdZ4	5256	2594	6156	599	471	0.140625
CdZ	598	CdZ5	5379	2668	6316	502	310	0.125
CdZ	598	CdZ6	5423	2558	6207	507	398	0.109375
CdZ	598	CdZ7	5266	2523	6118	735	412	0.046875
CdZ	598	CdZ8	5296	2730	6075	468	371	0.140625
CdZ	598	CdZ9	5513	2593	6262	555	311	0.09375
ouR	599	ouR0	3063	6017	2452	6117	6172	0.19047619047619
ouR	599	ouR1	2952	5798	2344	6014	6181	0.0714285714285714
ouR	599	ouR2	3256	6057	2231	6086	6143	0.119047619047619
ouR	599	ouR3	3147	5994	2255	6217	6004	0.0476190476190476
ouR	599	ouR4	3042	5970	2267	6228	6142	0.0952380952380952
ouR	599	ouR5	3222	6071	2388	6198	6107	0.0238095238095238
ouR	599	ouR6	3176	5929	2446	6197	6200	0.19047619047619
ouR	599	ouR7	3124	5744	2304	6073	6072	0.0714285714285714
ouR	599	ouR8	3137	6046	2273	6018	6017	0.0952380952380952
ouR	599	ouR9	2969	5992	2480	6141	6115	0.0952380952380952
ikX	600	ikX0	975	2773	1882	1881	3991	0.078125
ikX	600	ikX1	1172	2716	1889	1947	4058	0.109375
ikX	600	ikX2	1129	2601	1782	1946	3929	0.09375
ikX	600	ikX3	1262	2572	1762	1709	3986	0.125
ikX	600	ikX4	988	2891	1807	1804	4053	0.125
ikX	600	ikX5	1072	2894	1835	1840	3943	0.140625
ikX	600	ikX6	921	2874	1893	1719	4052	0.03125
ikX	600	ikX7	943	2627	1728	1689	4149	0.109375
ikX	600	ikX8	943	2637	1991	1743	3954	0.09375
ikX	600	ikX9	1217	2882	2002	1795	4105	0.09375
FND	601	FND0	3255	5124	4295	6611	2545	0.0869565217391304
FND	601	FND1	3313	4840	4001	6951	2485	0.0652173913043478
FND	601	FND2	3456	5029	3993	6928	2720	0.0652173913043478
FND	601	FND3	3262	5113	4235	6805	2696	0.0217391304347826
FND	601	FND4	3325	5104	4003	6909	2491	0.0434782608695652
FND	601	FND5	3578	5189	4043	6646	2679	0.173913043478261
FND	601	FND6	3406	4936	4272	6766	2531	0.173913043478261
FND	601	FND7	3527	4883	4028	6839	2654	0.0217391304347826
FND	601	FND8	3364	4872	4069	6883	2592	0.195652173913043
FND	601	FND9	3349	5075	4006	6618	2612	0.152173913043478
kvA	602	kvA0	4997	2692	4341	4411	4041	0.0277777777777778
kvA	602	kvA1	5137	2417	4291	4486	3858	0.0833333333333333
kvA	602	kvA2	5296	2466	4438	4440	3925	0.166666666666667
kvA	602	kvA3	5001	2560	4234	4630	3868	0.0555555555555556
kvA	602	kvA4	4994	2419	4149	4520	3827	0.194444444444444
kvA	602	kvA5	5145	2580	4169	4409	3759	0.111111111111111
kvA	602	kvA6	5036	2605	4150	4571	4081	0.0833333333333333
kvA	602	kvA7	5198	2410	4416	4419	3980	0.194444444444444
kvA	602	kvA8	5301	2669	4253	4636	4036	0.0277777777777778
kvA	602	kvA9	5015	2494	4325	4538	3784	0.0555555555555556
JEs	603	JEs0	1279	1836	2188	1642	1716	0.0961538461538462
JEs	603	JEs1	1120	1570	2210	1691	1900	0.173076923076923
JEs	603	JEs2	1014	1545	1950	1808	1691	0.173076923076923
JEs	603	JEs3	1279	1537	2204	1862	1721	0.0192307692307692
JEs	603	JEs4	995	1755	1921	1918	1967	0.173076923076923
JEs	603	JEs5	1266	1802	2119	1612	1908	0.0769230769230769
JEs	603	JEs6	1188	1799	1959	1701	1906	0.153846153846154
JEs	603	JEs7	1035	1640	1911	1881	1993	0.0192307692307692
JEs	603	JEs8	1084	1522	2156	1785	1958	0.0576923076923077
JEs	603	JEs9	1060	1761	2094	1705	1836	0.0576923076923077
CUd	604	CUd0	6904	2052	6467	5707	6559	0.037037037037037
CUd	604	CUd1	6885	1887	6441	5869	6299	0.037037037037037
CUd	604	CUd2	6806	1919	6550	5798	6466	0.166666666666667
CUd	604	CUd3	6814	1960	6533	6033	6288	0.166666666666667
CUd	604	CUd4	6775	1974	6602	5933	6449	0.0555555555555556
CUd	604	CUd5	6718	2138	6506	5720	6440	0.0555555555555556
CUd	604	CUd6	6785	1978	6744	5888	6416	0.111111111111111
CUd	604	CUd7	6939	2221	6549	5935	6390	0.111111111111111
CUd	604	CUd8	6671	1934	6571	5967	6522	0.148148148148148
CUd	604	CUd9	6659	1969	6527	5778	6271	0.111111111111111
oAy	605	oAy0	4298	2009	1912	5067	6132	0.111111111111111
oAy	605	oAy1	4388	1907	1905	5103	6251	0.133333333333333
oAy	605	oAy2	4212	1815	1763	5197	5938	0.0222222222222222
oAy	605	oAy3	4332	1968	1701	4905	5948	0.0888888888888889
oAy	605	oAy4	4378	2117	1805	5147	5971	0.111111111111111
oAy	605	oAy5	4185	1919	1681	4997	5979	0.111111111111111
oAy	605	oAy6	4236	2112	1776	5001	6129	0.0222222222222222
oAy	605	oAy7	4221	2097	1753	4991	6218	0.177777777777778
oAy	605	oAy8	4132	2034	1722	5013	5958	0.2
oAy	605	oAy9	4248	1994	1909	5161	6009	0.0222222222222222
GxH	606	GxH0	3570	3695	3459	1156	2062	0.0232558139534884
GxH	606	GxH1	3668	3455	3639	887	2215	0.162790697674419
GxH	606	GxH2	3576	3651	3604	965	2014	0.209302325581395
GxH	606	GxH3	3364	3561	3711	1128	2111	0.0465116279069767
GxH	606	GxH4	3651	3535	3702	843	1998	0.0930232558139535
GxH	606	GxH5	3452	3424	3498	1133	2302	0.0697674418604651
GxH	606	GxH6	3561	3727	3603	1026	2048	0.13953488372093
GxH	606	GxH7	3477	3421	3796	1143	2231	0.0232558139534884
GxH	606	GxH8	3624	3454	3725	985	2237	0.116279069767442
GxH	606	GxH9	3531	3427	3670	977	2127	0.116279069767442
zog	607	zog0	380	4890	2416	5804	1804	0.0754716981132075
zog	607	zog1	331	4793	2461	5604	1862	0.0377358490566038
zog	607	zog2	310	4622	2406	5757	1913	0.0377358490566038
zog	607	zog3	457	4856	2359	5755	1799	0.169811320754717
zog	607	zog4	474	4629	2291	5536	1749	0.169811320754717
zog	607	zog5	447	4812	2435	5688	1895	0.169811320754717
zog	607	zog6	149	4627	2336	5651	2006	0.150943396226415
zog	607	zog7	294	4719	2570	5670	1812	0.0188679245283019
zog	607	zog8	398	4753	2564	5724	1894	0.113207547169811
zog	607	zog9	387	4668	2375	5562	1876	0.0566037735849057
JRi	608	JRi0	2323	2014	6253	1204	6041	0.0612244897959184
JRi	608	JRi1	2455	1998	6033	1082	6090	0.102040816326531
JRi	608	JRi2	2416	2055	6054	1037	5910	0.163265306122449
JRi	608	JRi3	2402	2107	6126	1103	5909	0.102040816326531
JRi	608	JRi4	2404	2089	6283	947	5921	0.142857142857143
JRi	608	JRi5	2441	2084	6073	936	5969	0.0612244897959184
JRi	608	JRi6	2360	2145	6007	1056	5901	0.163265306122449
JRi	608	JRi7	2637	1956	6073	958	5955	0.0204081632653061
JRi	608	JRi8	2618	1935	6008	1194	6034	0.0408163265306122
JRi	608	JRi9	2567	2033	6162	917	6052	0.142857142857143
hnM	609	hnM0	2633	3541	2530	5436	3047	0.133333333333333
hnM	609	hnM1	2652	3563	2576	5356	3162	0.0888888888888889
hnM	609	hnM2	2714	3853	2418	5424	3134	0.111111111111111
hnM	609	hnM3	2807	3681	2617	5375	3213	0.155555555555556
hnM	609	hnM4	2816	3710	2621	5518	2961	0.177777777777778
hnM	609	hnM5	2734	3847	2461	5623	3067	0.0222222222222222
hnM	609	hnM6	2913	3673	2657	5404	2897	0.177777777777778
hnM	609	hnM7	2754	3642	2577	5605	3212	0.0222222222222222
hnM	609	hnM8	2773	3869	2555	5646	3072	0.0222222222222222
hnM	609	hnM9	2637	3814	2681	5464	3159	0.0888888888888889
xxN	610	xxN0	6164	6107	1927	5637	1496	0.153846153846154
xxN	610	xxN1	6224	6238	1629	5600	1779	0.115384615384615
xxN	610	xxN2	6108	6211	1639	5622	1447	0.0961538461538462
xxN	610	xxN3	6262	6339	1643	5646	1565	0.153846153846154
xxN	610	xxN4	6229	6359	1769	5493	1671	0.0192307692307692
xxN	610	xxN5	6312	6196	1705	5656	1777	0.0192307692307692
xxN	610	xxN6	6287	6315	1589	5545	1464	0.0576923076923077
xxN	610	xxN7	6249	6361	1642	5382	1576	0.173076923076923
xxN	610	xxN8	6131	6172	1850	5642	1765	0.115384615384615
xxN	610	xxN9	6252	6043	1661	5565	1776	0.0961538461538462
znV	611	znV0	2497	1985	3939	4097	4619	0.134615384615385
znV	611	znV1	2382	1790	3750	4312	4627	0.0576923076923077
znV	611	znV2	2368	2003	3777	4325	4780	0.134615384615385
znV	611	znV3	2665	2095	3826	4266	4749	0.115384615384615
znV	611	znV4	2592	2057	3812	4077	4683	0.0384615384615385
znV	611	znV5	2480	2095	3734	4078	4635	0.0961538461538462
znV	611	znV6	2555	2127	3834	4254	4502	0.173076923076923
znV	611	znV7	2457	1860	3900	4412	4560	0.0576923076923077
znV	611	znV8	2572	1809	3683	4114	4816	0.0576923076923077
znV	611	znV9	2612	2005	3865	4200	4726	0.134615384615385
Xry	612	Xry0	5280	1311	1159	5246	4478	0.163636363636364
Xry	612	Xry1	5135	1289	1337	5181	4383	0.127272727272727
Xry	612	Xry2	5379	1331	1194	5367	4474	0.0363636363636364
Xry	612	Xry3	5114	1340	1077	5315	4593	0.127272727272727
Xry	612	Xry4	5237	1119	1246	5147	4376	0.0909090909090909
Xry	612	Xry5	5447	1351	1385	5367	4495	0.163636363636364
Xry	612	Xry6	5400	1278	1380	5402	4681	0.0545454545454545
Xry	612	Xry7	5446	1118	1206	5318	4627	0.145454545454545
Xry	612	Xry8	5174	1384	1394	5326	4616	0.0363636363636364
Xry	612	Xry9	5157	1375	1090	5396	4445	0.0545454545454545
vHa	613	vHa0	1618	876	6518	3038	6285	0.0652173913043478
vHa	613	vHa1	1659	733	6459	3199	6129	0.0652173913043478
vHa	613	vHa2	1810	603	6645	2917	6170	0.0652173913043478
vHa	613	vHa3	1654	836	6407	3181	6180	0.0217391304347826
vHa	613	vHa4	1719	836	6403	3249	6074	0.0869565217391304
vHa	613	vHa5	1693	724	6360	2921	6129	0.0869565217391304
vHa	613	vHa6	1715	662	6529	2967	6156	0.0434782608695652
vHa	613	vHa7	1648	752	6631	3130	6197	0.173913043478261
vHa	613	vHa8	1815	932	6516	3130	6153	0.195652173913043
vHa	613	vHa9	1617	718	6638	3048	6125	0.195652173913043
cwK	614	cwK0	5557	4790	3610	4861	3151	0.0789473684210526
cwK	614	cwK1	5750	5025	3376	4857	3263	0.184210526315789
cwK	614	cwK2	5842	4864	3492	4896	3312	0.157894736842105
cwK	614	cwK3	5827	5030	3648	4904	3422	0.131578947368421
cwK	614	cwK4	5810	5064	3623	4931	3209	0.0263157894736842
cwK	614	cwK5	5698	4981	3533	4712	3387	0.105263157894737
cwK	614	cwK6	5791	5082	3528	4792	3197	0.0263157894736842
cwK	614	cwK7	5660	5022	3436	4700	3165	0.105263157894737
cwK	614	cwK8	5710	4950	3339	4703	3148	0.0789473684210526
cwK	614	cwK9	5548	4987	3550	4924	3269	0.105263157894737
Gnr	615	Gnr0	4190	734	4032	1475	2939	0.181818181818182
Gnr	615	Gnr1	4251	789	4163	1447	2984	0.121212121212121
Gnr	615	Gnr2	4199	990	4218	1486	2993	0.0303030303030303
Gnr	615	Gnr3	4372	676	3927	1452	3016	0.0606060606060606
Gnr	615	Gnr4	4458	767	4114	1197	2938	0.0909090909090909
Gnr	615	Gnr5	4150	842	4056	1283	2922	0.181818181818182
Gnr	615	Gnr6	4143	837	4058	1265	2964	0.0606060606060606
Gnr	615	Gnr7	4218	934	4216	1268	2933	0.0303030303030303
Gnr	615	Gnr8	4222	876	4023	1327	2796	0.0303030303030303
Gnr	615	Gnr9	4356	748	3959	1303	2791	0.212121212121212
dDo	616	dDo0	4505	4556	3768	4083	2221	0.0925925925925926
dDo	616	dDo1	4524	4351	3702	3860	2454	0.148148148148148
dDo	616	dDo2	4663	4520	3840	3827	2194	0.111111111111111
dDo	616	dDo3	4664	4583	3958	4165	2384	0.0555555555555556
dDo	616	dDo4	4616	4450	3892	3998	2388	0.0740740740740741
dDo	616	dDo5	4600	4341	3788	4167	2397	0.0925925925925926
dDo	616	dDo6	4510	4275	3938	4106	2438	0.12962962962963
dDo	616	dDo7	4430	4380	3811	3987	2432	0.166666666666667
dDo	616	dDo8	4427	4536	3892	3918	2269	0.0740740740740741
dDo	616	dDo9	4607	4383	4038	3873	2255	0.0555555555555556
mue	617	mue0	3627	5940	620	4145	550	0.106382978723404
mue	617	mue1	3469	6087	755	4148	546	0.191489361702128
mue	617	mue2	3294	5873	500	4088	729	0.0638297872340425
mue	617	mue3	3315	5948	573	4356	622	0.148936170212766
mue	617	mue4	3289	6077	634	4176	839	0.191489361702128
mue	617	mue5	3505	5825	674	4139	798	0.127659574468085
mue	617	mue6	3486	5985	672	4359	582	0.0638297872340425
mue	617	mue7	3578	5783	620	4226	623	0.0212765957446809
mue	617	mue8	3476	6065	409	4274	851	0.0212765957446809
mue	617	mue9	3354	5748	717	4207	598	0.0638297872340425
vUJ	618	vUJ0	3411	2582	4459	2742	6655	0.025
vUJ	618	vUJ1	3406	2274	4448	2754	6597	0.025
vUJ	618	vUJ2	3396	2457	4239	2512	6462	0.225
vUJ	618	vUJ3	3458	2307	4297	2554	6731	0.075
vUJ	618	vUJ4	3200	2563	4426	2481	6469	0.1
vUJ	618	vUJ5	3497	2355	4185	2576	6502	0.1
vUJ	618	vUJ6	3360	2445	4344	2728	6694	0.075
vUJ	618	vUJ7	3235	2564	4269	2602	6656	0.075
vUJ	618	vUJ8	3494	2267	4441	2680	6686	0.175
vUJ	618	vUJ9	3440	2570	4440	2636	6668	0.125
PqL	619	PqL0	6050	1047	6649	3286	4047	0.125
PqL	619	PqL1	6059	736	6733	2988	3945	0.125
PqL	619	PqL2	5851	731	6526	3140	4057	0.015625
PqL	619	PqL3	6069	986	6520	2992	3795	0.109375
PqL	619	PqL4	6077	769	6438	3148	4090	0.125
PqL	619	PqL5	5835	744	6596	2991	4088	0.09375
PqL	619	PqL6	5966	1016	6561	3074	4054	0.0625
PqL	619	PqL7	6005	906	6685	3091	4002	0.140625
PqL	619	PqL8	6030	1006	6726	3043	3978	0.078125
PqL	619	PqL9	5966	1066	6507	3177	4089	0.125
Emr	620	Emr0	6053	2870	3955	558	5066	0.113207547169811
Emr	620	Emr1	6116	2777	3696	525	5246	0.132075471698113
Emr	620	Emr2	6125	2826	3890	549	4978	0.150943396226415
Emr	620	Emr3	6299	3050	3640	263	5152	0.0377358490566038
Emr	620	Emr4	6058	3065	3762	498	5198	0.0188679245283019
Emr	620	Emr5	6322	2859	3970	486	5033	0.113207547169811
Emr	620	Emr6	6079	2765	3971	431	5094	0.150943396226415
Emr	620	Emr7	6211	2808	3899	349	4931	0.0943396226415094
Emr	620	Emr8	6212	2924	3957	288	5161	0.150943396226415
Emr	620	Emr9	6134	2764	3814	447	5041	0.0377358490566038
BUW	621	BUW0	5504	1972	1767	1113	2659	0.127659574468085
BUW	621	BUW1	5328	1964	2074	946	2664	0.0425531914893617
BUW	621	BUW2	5451	2039	2012	995	2771	0.191489361702128
BUW	621	BUW3	5393	2026	1951	1110	2989	0.0425531914893617
BUW	621	BUW4	5397	1952	1748	1107	2917	0.0425531914893617
BUW	621	BUW5	5315	1903	1761	1034	2783	0.127659574468085
BUW	621	BUW6	5442	1777	2051	927	2643	0.191489361702128
BUW	621	BUW7	5540	2075	1989	1016	2704	0.0425531914893617
BUW	621	BUW8	5625	1825	2013	907	2862	0.0851063829787234
BUW	621	BUW9	5542	1807	2013	903	2702	0.106382978723404
Agf	622	Agf0	4115	2916	6093	4627	2256	0.0181818181818182
Agf	622	Agf1	4248	2821	6344	4883	2096	0.0181818181818182
Agf	622	Agf2	3909	3107	6295	4549	2182	0.109090909090909
Agf	622	Agf3	4041	3071	6236	4808	2116	0.0909090909090909
Agf	622	Agf4	4226	2835	6236	4841	2246	0.145454545454545
Agf	622	Agf5	4066	2940	6305	4550	2259	0.163636363636364
Agf	622	Agf6	3974	3072	6243	4710	2246	0.127272727272727
Agf	622	Agf7	4170	3107	6205	4590	2145	0.0909090909090909
Agf	622	Agf8	4225	2880	6284	4698	2388	0.109090909090909
Agf	622	Agf9	4249	2801	6248	4643	2223	0.127272727272727
nxH	623	nxH0	5497	1366	3220	1047	4162	0.0677966101694915
nxH	623	nxH1	5376	1428	3256	940	3952	0.0847457627118644
nxH	623	nxH2	5483	1347	3397	1064	4176	0.152542372881356
nxH	623	nxH3	5584	1296	3304	1241	3982	0.0338983050847458
nxH	623	nxH4	5675	1499	3323	1133	3998	0.135593220338983
nxH	623	nxH5	5546	1369	3253	969	4173	0.152542372881356
nxH	623	nxH6	5559	1394	3383	1254	4229	0.0847457627118644
nxH	623	nxH7	5648	1305	3281	1119	4110	0.0847457627118644
nxH	623	nxH8	5590	1515	3383	995	4075	0.11864406779661
nxH	623	nxH9	5535	1401	3094	963	4216	0.0847457627118644
cYe	624	cYe0	2662	6201	3356	499	3767	0.125
cYe	624	cYe1	2526	6083	3458	641	3694	0.125
cYe	624	cYe2	2598	6067	3267	603	3738	0.145833333333333
cYe	624	cYe3	2439	6108	3470	747	3736	0.1875
cYe	624	cYe4	2458	6119	3271	602	3811	0.0416666666666667
cYe	624	cYe5	2680	6280	3282	636	3910	0.0208333333333333
cYe	624	cYe6	2564	6085	3313	629	3744	0.145833333333333
cYe	624	cYe7	2515	6368	3243	503	3865	0.0208333333333333
cYe	624	cYe8	2572	6304	3178	686	3837	0.104166666666667
cYe	624	cYe9	2727	6154	3347	491	3713	0.0833333333333333
Jyd	625	Jyd0	5115	3020	4133	5597	1134	0.08
Jyd	625	Jyd1	5056	3103	3859	5566	1367	0.1
Jyd	625	Jyd2	4975	3125	3850	5421	1175	0.02
Jyd	625	Jyd3	4990	3130	4011	5593	1117	0.04
Jyd	625	Jyd4	5048	3043	4098	5556	1268	0.14
Jyd	625	Jyd5	5117	3229	3967	5448	1057	0.12
Jyd	625	Jyd6	4822	3081	4000	5488	1119	0.14
Jyd	625	Jyd7	4790	3055	3899	5461	1387	0.14
Jyd	625	Jyd8	5106	3103	3969	5423	1085	0.06
Jyd	625	Jyd9	4809	3165	3984	5683	1113	0.16
Lvs	626	Lvs0	5029	1610	6546	4421	659	0.102564102564103
Lvs	626	Lvs1	5005	1621	6739	4545	573	0.179487179487179
Lvs	626	Lvs2	5104	1628	6560	4504	437	0.102564102564103
Lvs	626	Lvs3	5205	1577	6630	4664	408	0.0769230769230769
Lvs	626	Lvs4	5087	1724	6455	4384	426	0.0512820512820513
Lvs	626	Lvs5	5249	1825	6669	4626	561	0.0769230769230769
Lvs	626	Lvs6	5231	1539	6779	4497	630	0.0256410256410256
Lvs	626	Lvs7	5218	1820	6697	4375	528	0.0256410256410256
Lvs	626	Lvs8	5277	1808	6744	4609	608	0.205128205128205
Lvs	626	Lvs9	5223	1742	6650	4579	685	0.153846153846154
ZkE	627	ZkE0	4627	2674	3184	6189	5017	0.157894736842105
ZkE	627	ZkE1	4538	2569	3283	6131	5007	0.157894736842105
ZkE	627	ZkE2	4611	2447	3129	6375	5171	0.0789473684210526
ZkE	627	ZkE3	4516	2431	3014	6154	5130	0.0526315789473684
ZkE	627	ZkE4	4541	2553	3258	6253	4916	0.0263157894736842
ZkE	627	ZkE5	4565	2465	3295	6310	4867	0.210526315789474
ZkE	627	ZkE6	4611	2515	3278	6326	4960	0.0789473684210526
ZkE	627	ZkE7	4517	2712	3084	6242	5030	0.184210526315789
